yS[0],-0.0
yS[1],1.0
yS[2],1.0
yS[3],1.0
yS[4],1.0
yS[5],1.0
yS[6],1.0
yS[7],1.0
yS[8],1.0
yS[9],1.0
yS[10],-0.0
yS[11],1.0
yS[12],1.0
yS[13],1.0
yS[14],1.0
yS[15],-0.0
yS[16],-0.0
yS[17],-0.0
yS[18],1.0
yS[19],-0.0
yS[20],1.0
yS[21],1.0
yS[22],1.0
yS[23],1.0
yS[24],1.0
yS[25],1.0
yS[26],1.0
yS[27],1.0
yS[28],1.0
yS[29],1.0
yS[30],1.0
yS[31],-0.0
yS[32],1.0
yS[33],1.0
yS[34],-0.0
yS[35],1.0
yS[36],1.0
yS[37],-0.0
yS[38],1.0
yS[39],1.0
yS[40],1.0
yS[41],-0.0
yS[42],1.0
yS[43],1.0
yS[44],1.0
yS[45],1.0
yS[46],1.0
yS[47],-0.0
yS[48],1.0
yS[49],1.0
yS[50],1.0
yS[51],1.0
yS[52],1.0
yS[53],-0.0
yS[54],1.0
yS[55],1.0
yS[56],1.0
yS[57],-0.0
yS[58],1.0
yS[59],1.0
yS[60],1.0
yS[61],1.0
yS[62],1.0
yS[63],1.0
yS[64],1.0
yS[65],1.0
yS[66],-0.0
yS[67],1.0
yS[68],1.0
yS[69],-0.0
yS[70],1.0
yS[71],1.0
yS[72],-0.0
yS[73],1.0
yS[74],1.0
yS[75],-0.0
yS[76],-0.0
yS[77],-0.0
yS[78],1.0
yS[79],-0.0
yS[80],1.0
yS[81],1.0
yS[82],-0.0
yS[83],1.0
yS[84],0.0
yS[85],-0.0
yS[86],-0.0
yS[87],1.0
yS[88],1.0
yS[89],1.0
yS[90],1.0
yS[91],1.0
yS[92],1.0
yS[93],0.0
yS[94],-0.0
yS[95],-0.0
yS[96],1.0
yS[97],1.0
yS[98],1.0
yS[99],-0.0
yS[100],1.0
yS[101],1.0
yS[102],1.0
yS[103],-0.0
yS[104],-0.0
yS[105],1.0
yS[106],1.0
yS[107],-0.0
yS[108],1.0
yS[109],1.0
yS[110],1.0
yS[111],1.0
yS[112],-0.0
yS[113],-0.0
yS[114],1.0
